Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (gf/W),Overall Efficiency (gf/W),Vibration (g),App message,
45.85440500000003,,,,,-0.125,0.0859375,-0.953125,-0.01374012247905879,165.92247397729014,11.001225949587697,7.317446038907374,0,34633,80.33255077019967,49.832312831551505,62.03252897334539,3.329616157655756,2.0654451076989964,0.30078125,,
45.86235499999998,,,,,0,0.12890625,-0.763671875,-0.01374012247905879,165.92247397729014,11.000971962734795,7.315559394811525,0,34626,80.30962728094265,49.82270486905473,62.038271818598744,3.3302582509996537,2.0660346660164777,0.30078125,,
45.87040000000014,,,,,-0.15625,0.0078125,-0.923828125,-0.01374012247905879,165.92247397729014,11.000396692758029,7.323925578699222,0,34644,80.39902002045822,49.848044173739105,62.00081065795931,3.328565377590105,2.0637375173860297,0.30078125,,
45.878554999999935,,,,,-0.1875,0.015625,-1.140625,-0.01374012247905879,165.92247397729014,10.999880018572782,7.331054297739732,0,34675,80.48009230039912,49.8931172580171,61.99435889286333,3.3255583755017595,2.0616585945002366,0.30078125,,
45.886405000000025,,,,,0.0625,-0.06640625,-1.138671875,-0.01374012247905879,165.92247397729014,10.999627940824116,7.33628876394044,0,34696,80.5383457232131,49.92204639977758,61.985438056233676,3.323631259996373,2.060167395882671,0.298828125,,
45.89444500000007,,,,,0,0.015625,-0.90234375,-0.01374012247905879,165.92247397729014,10.999186567906747,7.3392196741166424,0,34736,80.56910231441245,49.980493870448946,62.03431890727208,3.319744586905575,2.0593809439479065,0.296875,,
45.90778000000003,,,,,0.03125,0.205078125,-0.76171875,-0.01374012247905879,165.92247397729014,10.998498480847491,7.341338929973442,0,34746,80.58203408867185,49.99440988384369,62.04163303799235,3.318820531391252,2.059050455275308,0.296875,,
45.92139500000002,,,,,-0.125,-0.091796875,-1.0390625,-0.01374012247905879,165.57668105441851,10.997970528770356,7.3457650230984095,0,34776,80.64686266318442,50.03852405771171,62.04646083592099,3.3089841111910374,2.0531075306169955,0.296875,,
45.932235000000105,,,,,-0.09375,0.029296875,-1.126953125,-0.01374012247905879,165.57668105441851,10.997532948677286,7.34963864006515,0,34778,80.68376904226545,50.04066215315968,62.02072950626084,3.3088427276928756,2.0521683979299814,0.296875,,
45.94151000000024,,,,,0.01953125,0.154296875,-0.90625,-0.01374012247905879,165.57668105441851,10.997069417320839,7.3534792699714275,0,34794,80.72561943214744,50.06391495703859,62.01738098661351,3.307305894804772,2.0511044971738026,0.296875,,
45.94938000000012,,,,,0.1875,0.10546875,-0.79296875,-0.01374012247905879,165.57668105441851,10.99687239520192,7.357261169701038,0,34799,80.76674271482382,50.0714273960544,61.99510555086971,3.306809684987448,2.0500601545743504,0.296875,,
45.9573600000001,,,,,-0.09375,-0.130859375,-0.908203125,-0.01374012247905879,165.57668105441851,10.996374010763217,7.3589338798213,0,34818,80.78611510981939,50.09786472652683,62.01296430509694,3.3050646361529585,2.049568553077916,0.296875,,
45.9670700000003,,,,,0.03125,-0.1796875,-1.052734375,-0.01374012247905879,165.57668105441851,10.996157567004825,7.362693290997966,0,34817,80.82196148640558,50.09660665810568,61.98390355390227,3.305147635735685,2.048659522848488,0.296875,,
45.97564500000002,,,,,-0.1875,0.12890625,-1.29296875,-0.01374012247905879,165.57668105441851,10.995532302573444,7.366937503491481,0,34816,80.86434095616546,50.09605929276134,61.950742070497014,3.3051837488212095,2.047585859188211,0.296875,,
45.98393500000006,,,,,-0.15625,0.2265625,-1.0234375,-0.014292382264984723,165.57668105441851,10.995556098736982,7.368852106136049,0,34808,80.88397984114808,52.09696407696093,64.40949639134554,3.178240498041655,2.047088698894423,0.296875,,
45.991480000000216,,,,,0.15625,0.2109375,-0.806640625,-0.014292382264984723,165.57668105441851,10.995390548492471,7.370108399575924,0,34805,80.90103359625705,52.092356620033485,64.39022383818292,3.178521606579451,2.0466571772215163,0.298828125,,
